pattern_type,props,utterance,ltl_formula
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",make sure to visit a on five separate occasions,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at most and at least five separate times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
delayed_reaction,"['a', 'b']",always once you observe a ensure that you go to b at least once in the future,G i a F b
delayed_reaction,"['a', 'b']","for all times in the future, once a occurs you must visit b in the future at least one time",G i a F b
delayed_reaction,"['a', 'b']",whenever you see a occur make sure to visit b at least once after,G i a F b
prompt_reaction,"['a', 'b']",go to b in the very next time instant whenever you see a,G i a X b
prompt_reaction,"['a', 'b']","always, if you observe a proceed to reach b at the very next time instant",G i a X b
prompt_reaction,"['a', 'b']",whenever you observe a proceed to go to reach b at the next time instant,G i a X b
bound_delay,"['a', 'b']",proceed to reach b at the next time instant only and only if you see a,G e a X b
bound_delay,"['a', 'b']",if and only if you observe a you should ensure that you get to location b at the next time instant,G e a X b
bound_delay,"['a', 'b']",you must be at b at the next time step if and only if you have seen a hold true,G e a X b
wait,"['a', 'b']",wait at a till you see b,U a b
wait,"['a', 'b']",hold position at a for as long as b does not occur,U a b
wait,"['a', 'b']",as long as you do not see b happen do not leave a,U a b
future_avoidance,"['a', 'b']","after you get to a, you must avoid b",G i a X G ! b
