utterance,ltl_formula
before visiting d b c and a visit h and never visit it again then visit d before b c and a and never visit it again do not visit c and a until you visit b never visit b again then visit c before a and never visit a again finally visit a,& U ! d h & U ! b d & U ! c b & U ! a c F a
before visiting d c a and b visit h and never visit it again then visit d before c a and b and never visit it again do not visit a and b until you visit c never visit c again then visit a before b and never visit b again finally visit b,& U ! d h & U ! c d & U ! a c & U ! b a F b
before visiting d c b and a visit h and never visit it again then visit d before c b and a and never visit it again do not visit b and a until you visit c never visit c again then visit b before a and never visit a again finally visit a,& U ! d h & U ! c d & U ! b c & U ! a b F a
only visit a once and do not visit b until you visit a,& & U ! b a F b U ! a U a U !a b
only visit b once and do not visit a until you visit b,& & U ! a b F a U ! b U b U !b a
do not visit c until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! c b F c & U ! a U a U !a b U ! b U b U !b c
do not visit b until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! b c F b & U ! a U a U !a c U ! c U c U !c b
do not visit c until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! c a F c & U ! b U b U !b a U ! a U a U !a c
do not visit a until you visit c visit c only once do no visit c until you visit b visit b only once,& & U ! c b & U ! a c F a & U ! b U b U !b c U ! c U c U !c a
do not visit b until you visit a visit a only once do no visit a until you visit c visit c only once,& & U ! a c & U ! b a F b & U ! c U c U !c a U ! a U a U !a b
do not visit a until you visit b visit b only once do no visit b until you visit c visit c only once,& & U ! b c & U ! a b F a & U ! c U c U !c b U ! b U b U !b a
complete rounds of visiting a and b without missing any location,& G F a G F b
complete rounds of visiting b and a without missing any location,& G F b G F a
do not visit d until you visit c visit c only once do not visit c until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U !a b & U ! b U b U !b c U ! c U c U !c d
do not visit c until you visit d visit d only once do not visit d until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! d b & U ! c d F c & U ! a U a U !a b & U ! b U b U !b d U ! d U d U !d c
do not visit d until you visit b visit b only once do not visit b until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! b c & U ! d b F d & U ! a U a U !a c & U ! c U c U !c b U ! b U b U !b d
do not visit b until you visit d visit d only once do not visit d until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! d c & U ! b d F b & U ! a U a U !a c & U ! c U c U !c d U ! d U d U !d b
do not visit c until you visit b visit b only once do not visit b until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! b d & U ! c b F c & U ! a U a U !a d & U ! d U d U !d b U ! b U b U !b c
do not visit b until you visit c visit c only once do not visit c until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! c d & U ! b c F b & U ! a U a U !a d & U ! d U d U !d c U ! c U c U !c b
do not visit d until you visit c visit c only once do not visit c until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! c a & U ! d c F d & U ! b U b U !b a & U ! a U a U !a c U ! c U c U !c d
do not visit c until you visit d visit d only once do not visit d until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! d a & U ! c d F c & U ! b U b U !b a & U ! a U a U !a d U ! d U d U !d c
